userPrincipalName,status.failureReason,correlationId,userId,createdDateTime,ipAddress,status.errorCode,appDisplayName,userAgent,location.countryOrRegion,simulatedAttack,authenticationDetails.0.authenticationStepResultDetail
account16@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,6ca2ebe4-c6b6-420d-a95e-e56d9df272cd,35cc84d3-db28-497b-8cca-451dc24db7ca,2023-07-04 10:58:13+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account13@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,ca2c9676-800a-4033-803b-cc4bbb103658,ff22d6b1-98c6-4e7f-868e-d32b6b7b6f0a,2023-07-04 11:10:21+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account2@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,6aca6d38-fcdf-440b-ab3c-615aa25a09f6,6d68bbbe-5860-4705-b817-e24b324c4ab5,2023-07-04 11:39:18+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account19@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,55233982-e402-4eac-a089-1111f3b5944a,8cf6c13f-912c-43da-b897-0401d085a04a,2023-07-04 11:52:00+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account14@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,8d1a3f56-06e6-418a-9556-968cf33c75be,2d81e333-496b-4bae-8e99-a5b4a05a1a48,2023-07-04 11:55:21+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account15@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,9190d7a2-a366-43c6-af3d-d76c93cc9bc3,2ef6cbe4-484e-4b3e-aaea-9f8de711ef46,2023-07-04 12:08:23+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account16@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,08206807-8ae3-42aa-9562-edbfb347e092,35cc84d3-db28-497b-8cca-451dc24db7ca,2023-07-04 12:14:05+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account13@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,6f1e7cfc-1dea-441c-a4a6-01e2363c34e0,ff22d6b1-98c6-4e7f-868e-d32b6b7b6f0a,2023-07-04 12:33:32+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account2@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,7c995eef-01cd-4840-987b-af7a6dff9343,6d68bbbe-5860-4705-b817-e24b324c4ab5,2023-07-04 13:17:10+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account19@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,6439e4d6-8c41-4d85-9bc1-968a2d5bcbcf,8cf6c13f-912c-43da-b897-0401d085a04a,2023-07-04 13:38:25+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account14@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,9d74f7b8-7398-4c4b-9ccf-b39abc9453d9,2d81e333-496b-4bae-8e99-a5b4a05a1a48,2023-07-04 13:51:03+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account15@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,23ca1590-d850-4762-9c79-68c25098da4f,2ef6cbe4-484e-4b3e-aaea-9f8de711ef46,2023-07-04 14:17:42+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account16@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,408b9439-c7e7-4fec-986f-9a1cca271760,35cc84d3-db28-497b-8cca-451dc24db7ca,2023-07-04 14:27:27+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account13@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,907eb345-edc8-4578-b5a0-3e1e8835ea83,ff22d6b1-98c6-4e7f-868e-d32b6b7b6f0a,2023-07-04 14:40:03+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account2@mythesisazuread.onmicrosoft.com,"Due to a configuration change made by your administrator, or because you moved to a new location, you must use multi-factor authentication to access the resource.",688fe807-9e08-40cb-9341-a37905784faf,6d68bbbe-5860-4705-b817-e24b324c4ab5,2023-07-04 14:44:22+00:00,93.189.221.163,50076,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Correct password
account19@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,e0945a01-3e96-41d0-bca1-348adf56d666,8cf6c13f-912c-43da-b897-0401d085a04a,2023-07-04 14:49:44+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account14@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,8fba05b3-7f4a-40e3-bdf9-f322a6f8e5fb,2d81e333-496b-4bae-8e99-a5b4a05a1a48,2023-07-04 15:03:38+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account15@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,c3d67cee-1493-4b46-a96a-a02060692fce,2ef6cbe4-484e-4b3e-aaea-9f8de711ef46,2023-07-04 15:22:54+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account16@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,887cc40e-e41d-49e8-9e5f-bf67683ea986,35cc84d3-db28-497b-8cca-451dc24db7ca,2023-07-04 15:51:16+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account13@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,e7ca2175-a52e-4186-ba70-987c07ae0098,ff22d6b1-98c6-4e7f-868e-d32b6b7b6f0a,2023-07-04 15:54:42+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account2@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,a6b288cd-3115-41be-bf2a-2d5aa2253554,6d68bbbe-5860-4705-b817-e24b324c4ab5,2023-07-04 16:02:29+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account19@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,b324485e-baf5-4c34-93ba-1b36772993fa,8cf6c13f-912c-43da-b897-0401d085a04a,2023-07-04 16:12:46+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account14@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,76bf97fc-7915-441e-a269-b3257e81faf3,2d81e333-496b-4bae-8e99-a5b4a05a1a48,2023-07-04 16:35:10+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account15@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,7e26358e-d695-4ea2-9e65-b51a7920897b,2ef6cbe4-484e-4b3e-aaea-9f8de711ef46,2023-07-04 16:42:01+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account16@mythesisazuread.onmicrosoft.com,The request body must contain the following parameter: 'client_assertion' or 'client_secret'.,295832d3-1218-4f0a-955e-1468adfc65bd,35cc84d3-db28-497b-8cca-451dc24db7ca,2023-07-04 16:50:40+00:00,93.189.221.163,7000218,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Other
account13@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,6220e0c0-8d15-4a8b-95ca-2b9af1cd0683,ff22d6b1-98c6-4e7f-868e-d32b6b7b6f0a,2023-07-04 17:11:21+00:00,93.189.221.163,50126,Office 365 Exchange Online,Mozilla/5.0 (Windows NT; Windows NT 10.0; en-US) WindowsPowerShell/5.1.19041.2364,RU,PasswordSprayLowFrequency,Invalid username or password or Invalid on-premise username or password.
account10@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,b8c5ec10-1dd5-7781-882b-154de72a42cd,bfe5751e-5484-4365-af0c-16f0fe1f0695,2023-07-05 13:43:18+00:00,89.154.49.167,50126,Office 365 Exchange Online,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",PT,PasswordSprayRandomizedUserAgent,Invalid username or password or Invalid on-premise username or password.
account10@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,e71ea218-ea24-a0b3-b41d-d70e547d1f29,bfe5751e-5484-4365-af0c-16f0fe1f0695,2023-07-05 13:43:27+00:00,89.154.49.167,50126,Office 365 Exchange Online,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Mobile Safari/537.36",PT,PasswordSprayRandomizedUserAgent,Invalid username or password or Invalid on-premise username or password.
account10@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,4fa383da-74df-a204-1338-9bf4966bc3c6,bfe5751e-5484-4365-af0c-16f0fe1f0695,2023-07-05 13:43:39+00:00,89.154.49.167,50126,Office 365 Exchange Online,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:24.0) Gecko/20100101 Firefox/24.0,PT,PasswordSprayRandomizedUserAgent,Invalid username or password or Invalid on-premise username or password.
account10@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,56ccb46d-ebf0-cab9-b5fa-63d4bc7ddf6b,bfe5751e-5484-4365-af0c-16f0fe1f0695,2023-07-05 13:43:57+00:00,89.154.49.167,50126,Office 365 Exchange Online,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",PT,PasswordSprayRandomizedUserAgent,Invalid username or password or Invalid on-premise username or password.
account10@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,fea98dd0-2b4c-84ed-ec3b-68d13b65480f,bfe5751e-5484-4365-af0c-16f0fe1f0695,2023-07-05 13:44:13+00:00,89.154.49.167,50126,Office 365 Exchange Online,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E148 Safari/604.1",PT,PasswordSprayRandomizedUserAgent,Invalid username or password or Invalid on-premise username or password.
account10@mythesisazuread.onmicrosoft.com,Strong Authentication is required.,17881c6c-3eca-8f01-63b3-f4606de62873,bfe5751e-5484-4365-af0c-16f0fe1f0695,2023-07-05 13:44:33+00:00,89.154.49.167,50074,Office 365 Exchange Online,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Mobile Safari/537.36",PT,PasswordSprayRandomizedUserAgent,Correct password
account10@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,185b8704-6631-6a0f-cade-e1bf7251dce0,bfe5751e-5484-4365-af0c-16f0fe1f0695,2023-07-05 13:44:58+00:00,89.154.49.167,50126,Office 365 Exchange Online,"Mozilla/5.0 (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; NOKIA; Lumia 635) like iPhone OS 7_0_3 Mac OS X AppleWebKit/537 (KHTML, like Gecko) Mobile Safari/537",PT,PasswordSprayRandomizedUserAgent,Invalid username or password or Invalid on-premise username or password.
account12@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,1656a05b-0685-fe20-e761-4b800a7b7f24,bc0e94bb-2e0d-4ed8-9ad6-3fc952f8cad9,2023-07-05 13:45:23+00:00,89.154.49.167,50126,Office 365 Exchange Online,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Mobile Safari/537.36",PT,PasswordSprayRandomizedUserAgent,Invalid username or password or Invalid on-premise username or password.
account12@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,2b64630b-465a-8728-29e1-11459ae3a63c,bc0e94bb-2e0d-4ed8-9ad6-3fc952f8cad9,2023-07-05 13:45:46+00:00,89.154.49.167,50126,Office 365 Exchange Online,"Mozilla/5.0 (Mobile; Windows Phone 8.1; Android 4.0; ARM; Trident/7.0; Touch; rv:11.0; IEMobile/11.0; NOKIA; Lumia 635) like iPhone OS 7_0_3 Mac OS X AppleWebKit/537 (KHTML, like Gecko) Mobile Safari/537",PT,PasswordSprayRandomizedUserAgent,Invalid username or password or Invalid on-premise username or password.
account12@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,b19080e8-bb68-e5b7-17e3-637619028cb2,bc0e94bb-2e0d-4ed8-9ad6-3fc952f8cad9,2023-07-05 13:46:11+00:00,89.154.49.167,50126,Office 365 Exchange Online,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E148 Safari/604.1",PT,PasswordSprayRandomizedUserAgent,Invalid username or password or Invalid on-premise username or password.
account12@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,4e933a80-0991-97dd-25bf-83a26e67e9c7,bc0e94bb-2e0d-4ed8-9ad6-3fc952f8cad9,2023-07-05 13:46:21+00:00,89.154.49.167,50126,Office 365 Exchange Online,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.56",PT,PasswordSprayRandomizedUserAgent,Invalid username or password or Invalid on-premise username or password.
account12@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,78f5676f-c1e7-bc6c-334b-e3c4462bcf3c,bc0e94bb-2e0d-4ed8-9ad6-3fc952f8cad9,2023-07-05 13:46:47+00:00,89.154.49.167,50126,Office 365 Exchange Online,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",PT,PasswordSprayRandomizedUserAgent,Invalid username or password or Invalid on-premise username or password.
account12@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,f8e21cd9-1c23-9d7d-d63b-7afadf988762,bc0e94bb-2e0d-4ed8-9ad6-3fc952f8cad9,2023-07-05 13:47:17+00:00,89.154.49.167,50126,Office 365 Exchange Online,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",PT,PasswordSprayRandomizedUserAgent,Invalid username or password or Invalid on-premise username or password.
account12@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,f21dcb38-ea74-e852-2e57-4ab8a03b4124,bc0e94bb-2e0d-4ed8-9ad6-3fc952f8cad9,2023-07-05 13:47:24+00:00,89.154.49.167,50126,Office 365 Exchange Online,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E148 Safari/604.1",PT,PasswordSprayRandomizedUserAgent,Invalid username or password or Invalid on-premise username or password.
account9@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,0982fca5-bebe-dbdb-8587-98b627724ebf,ed95b36e-ebcb-4fdd-ad0a-e0d2af3f3b8b,2023-07-05 13:47:45+00:00,89.154.49.167,50126,Office 365 Exchange Online,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",PT,PasswordSprayRandomizedUserAgent,Invalid username or password or Invalid on-premise username or password.
account9@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,e5e04aab-55f5-12b1-8eb7-41612fcff5d4,ed95b36e-ebcb-4fdd-ad0a-e0d2af3f3b8b,2023-07-05 13:48:04+00:00,89.154.49.167,50126,Office 365 Exchange Online,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Mobile Safari/537.36",PT,PasswordSprayRandomizedUserAgent,Invalid username or password or Invalid on-premise username or password.
account9@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,8c14f9f6-6911-fbf2-2bbf-bc509e140b86,ed95b36e-ebcb-4fdd-ad0a-e0d2af3f3b8b,2023-07-05 13:48:34+00:00,89.154.49.167,50126,Office 365 Exchange Online,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1 Mobile/15E148 Safari/604.1",PT,PasswordSprayRandomizedUserAgent,Invalid username or password or Invalid on-premise username or password.
account9@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,d9110d1d-4e58-41d8-bbe8-95fe65513f21,ed95b36e-ebcb-4fdd-ad0a-e0d2af3f3b8b,2023-07-05 13:48:40+00:00,89.154.49.167,50126,Office 365 Exchange Online,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.56",PT,PasswordSprayRandomizedUserAgent,Invalid username or password or Invalid on-premise username or password.
account9@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,8e7cfe59-3d21-066e-3a12-a3425cd4f64b,ed95b36e-ebcb-4fdd-ad0a-e0d2af3f3b8b,2023-07-05 13:49:06+00:00,89.154.49.167,50126,Office 365 Exchange Online,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.56",PT,PasswordSprayRandomizedUserAgent,Invalid username or password or Invalid on-premise username or password.
account9@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,22c0afb7-ff66-2ca5-3dab-571d19d7f82f,ed95b36e-ebcb-4fdd-ad0a-e0d2af3f3b8b,2023-07-05 13:49:33+00:00,89.154.49.167,50126,Office 365 Exchange Online,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:24.0) Gecko/20100101 Firefox/24.0,PT,PasswordSprayRandomizedUserAgent,Invalid username or password or Invalid on-premise username or password.
account9@mythesisazuread.onmicrosoft.com,Invalid username or password or Invalid on-premise username or password.,9651f4b5-0927-b2db-2e5b-fae21870c899,ed95b36e-ebcb-4fdd-ad0a-e0d2af3f3b8b,2023-07-05 13:49:41+00:00,89.154.49.167,50126,Office 365 Exchange Online,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36 Edg/107.0.1418.56",PT,PasswordSprayRandomizedUserAgent,Invalid username or password or Invalid on-premise username or password.
